entity_name,entity_code,breakdown,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv,% Dropped Out,% Permanently Excluded
Chelsea,00570000,English Learners,155,52.3,20.0,5.2,0.0,22.6,0.0
Chicopee,00610000,English Learners,40,62.5,10.0,15.0,0.0,12.5,0.0
City on a Hill Charter Public School (District),04370000,English Learners,12,75.0,25.0,0.0,0.0,0.0,0.0
Clinton,00640000,English Learners,25,96.0,0.0,0.0,0.0,4.0,0.0
Collegiate Charter School of Lowell (District),35030000,English Learners,16,56.2,0.0,6.2,0.0,37.5,0.0
Danvers,00710000,English Learners,8,75.0,0.0,25.0,0.0,0.0,0.0
Dedham,00730000,English Learners,10,80.0,20.0,0.0,0.0,0.0,0.0
Dennis-Yarmouth,06450000,English Learners,26,69.2,3.8,15.4,0.0,11.5,0.0
Dracut,00790000,English Learners,15,73.3,13.3,6.7,0.0,6.7,0.0
Dudley-Charlton Reg,06580000,English Learners,7,71.4,14.3,14.3,0.0,0.0,0.0
Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District),04520000,English Learners,11,100.0,0.0,0.0,0.0,0.0,0.0
Everett,00930000,English Learners,157,50.3,13.4,11.5,0.0,24.8,0.0
Excel Academy Charter (District),04100000,English Learners,15,66.7,0.0,0.0,0.0,33.3,0.0
Fall River,00950000,English Learners,145,61.4,4.8,16.6,0.0,17.2,0.0
Falmouth,00960000,English Learners,6,83.3,0.0,0.0,16.7,0.0,0.0
Fitchburg,00970000,English Learners,55,83.6,5.5,3.6,0.0,7.3,0.0
Foxborough,00990000,English Learners,8,75.0,0.0,0.0,0.0,25.0,0.0
Framingham,01000000,English Learners,171,45.0,9.9,24.0,0.0,21.1,0.0
Franklin,01010000,English Learners,8,25.0,37.5,25.0,0.0,12.5,0.0
Gardner,01030000,English Learners,10,70.0,10.0,0.0,0.0,20.0,0.0
Gloucester,01070000,English Learners,23,47.8,4.3,8.7,0.0,39.1,0.0
Greater Fall River Regional Vocational Technical,08210000,English Learners,13,92.3,0.0,7.7,0.0,0.0,0.0
Greater Lawrence Regional Vocational Technical,08230000,English Learners,41,100.0,0.0,0.0,0.0,0.0,0.0
Greater Lowell Regional Vocational Technical,08280000,English Learners,78,97.4,0.0,1.3,0.0,1.3,0.0
Greater New Bedford Regional Vocational Technical,08250000,English Learners,20,95.0,5.0,0.0,0.0,0.0,0.0
Haverhill,01280000,English Learners,62,46.8,8.1,14.5,0.0,30.6,0.0
Holyoke,01370000,English Learners,81,67.9,11.1,3.7,0.0,17.3,0.0
Hopkinton,01390000,English Learners,9,100.0,0.0,0.0,0.0,0.0,0.0
Hudson,01410000,English Learners,24,70.8,0.0,0.0,0.0,29.2,0.0
Lawrence,01490000,English Learners,352,64.8,12.2,9.7,0.0,13.4,0.0
Leominster,01530000,English Learners,52,75.0,5.8,15.4,0.0,3.8,0.0
Lexington,01550000,English Learners,32,100.0,0.0,0.0,0.0,0.0,0.0
Lowell,01600000,English Learners,240,68.8,11.7,3.8,0.0,15.8,0.0
Lynn,01630000,English Learners,346,60.7,4.9,9.2,0.0,25.1,0.0
Malden,01650000,English Learners,95,56.8,8.4,18.9,0.0,15.8,0.0
Marblehead,01680000,English Learners,10,80.0,0.0,0.0,0.0,20.0,0.0
Marlborough,01700000,English Learners,75,73.3,13.3,0.0,0.0,13.3,0.0
Martha's Vineyard,07000000,English Learners,16,56.2,12.5,12.5,0.0,18.8,0.0
Match Charter Public School (District),04690000,English Learners,12,83.3,16.7,0.0,0.0,0.0,0.0
Medford,01760000,English Learners,43,62.8,9.3,2.3,0.0,25.6,0.0
Melrose,01780000,English Learners,12,100.0,0.0,0.0,0.0,0.0,0.0
Methuen,01810000,English Learners,76,59.2,2.6,23.7,0.0,14.5,0.0
Milford,01850000,English Learners,63,49.2,6.3,1.6,0.0,42.9,0.0
Millbury,01860000,English Learners,8,75.0,12.5,12.5,0.0,0.0,0.0
Milton,01890000,English Learners,9,88.9,11.1,0.0,0.0,0.0,0.0
Nantucket,01970000,English Learners,18,44.4,16.7,22.2,0.0,16.7,0.0
Needham,01990000,English Learners,9,100.0,0.0,0.0,0.0,0.0,0.0
Neighborhood House Charter (District),04440000,English Learners,6,100.0,0.0,0.0,0.0,0.0,0.0
New Bedford,02010000,English Learners,206,72.8,4.9,2.4,0.0,19.9,0.0
New Heights Charter School of Brockton (District),35130000,English Learners,13,84.6,0.0,15.4,0.0,0.0,0.0
Newton,02070000,English Learners,50,78.0,10.0,0.0,0.0,12.0,0.0
North Andover,02110000,English Learners,6,100.0,0.0,0.0,0.0,0.0,0.0
North Attleborough,02120000,English Learners,12,83.3,8.3,8.3,0.0,0.0,0.0
Northampton,02100000,English Learners,11,54.5,9.1,9.1,0.0,27.3,0.0
Northboro-Southboro,07300000,English Learners,9,77.8,0.0,0.0,0.0,22.2,0.0
Northeast Metropolitan Regional Vocational Technical,08530000,English Learners,22,95.5,0.0,0.0,0.0,4.5,0.0
Norton,02180000,English Learners,6,83.3,0.0,0.0,0.0,16.7,0.0
Norwood,02200000,English Learners,22,81.8,0.0,18.2,0.0,0.0,0.0
Peabody,02290000,English Learners,49,46.9,10.2,12.2,0.0,30.6,0.0
"Phoenix Academy Charter Public High School, Chelsea (District)",04930000,English Learners,18,0.0,22.2,0.0,0.0,77.8,0.0
"Phoenix Academy Public Charter High School, Lawrence (District)",35180000,English Learners,7,0.0,57.1,0.0,0.0,42.9,0.0
Pioneer Charter School of Science II (District),35060000,English Learners,9,100.0,0.0,0.0,0.0,0.0,0.0
Pittsfield,02360000,English Learners,26,76.9,11.5,3.8,0.0,7.7,0.0
Plymouth,02390000,English Learners,18,55.6,16.7,5.6,0.0,22.2,0.0
Quincy,02430000,English Learners,88,69.3,11.4,11.4,0.0,8.0,0.0
Randolph,02440000,English Learners,38,60.5,7.9,15.8,0.0,15.8,0.0
Revere,02480000,English Learners,107,59.8,10.3,4.7,0.0,25.2,0.0
Rockland,02510000,English Learners,11,45.5,0.0,0.0,0.0,54.5,0.0
Roxbury Preparatory Charter (District),04840000,English Learners,22,86.4,9.1,0.0,0.0,4.5,0.0
Salem,02580000,English Learners,39,61.5,7.7,15.4,0.0,15.4,0.0
Saugus,02620000,English Learners,23,60.9,4.3,17.4,0.0,17.4,0.0
Shrewsbury,02710000,English Learners,12,83.3,8.3,0.0,0.0,8.3,0.0
Silver Lake,07600000,English Learners,6,33.3,0.0,16.7,0.0,50.0,0.0
Somerville,02740000,English Learners,66,57.6,13.6,4.5,0.0,24.2,0.0
South Middlesex Regional Vocational Technical,08290000,English Learners,33,78.8,6.1,0.0,0.0,15.2,0.0
South Shore Charter Public (District),04880000,English Learners,6,100.0,0.0,0.0,0.0,0.0,0.0
Southbridge,02770000,English Learners,29,55.2,0.0,17.2,0.0,27.6,0.0
Southeastern Regional Vocational Technical,08720000,English Learners,22,95.5,4.5,0.0,0.0,0.0,0.0
Springfield,02810000,English Learners,288,71.2,10.1,4.9,0.0,13.9,0.0
Springfield International Charter (District),04410000,English Learners,10,80.0,10.0,0.0,0.0,10.0,0.0
Stoughton,02850000,English Learners,31,58.1,12.9,6.5,0.0,22.6,0.0
Sturgis Charter Public (District),04890000,English Learners,7,85.7,0.0,0.0,0.0,14.3,0.0
Tantasqua,07700000,English Learners,8,50.0,37.5,0.0,0.0,12.5,0.0
Taunton,02930000,English Learners,46,76.1,2.2,0.0,0.0,21.7,0.0
TEC Connections Academy Commonwealth Virtual School District,39020000,English Learners,30,33.3,23.3,0.0,3.3,40.0,0.0
Wachusett,07750000,English Learners,9,66.7,22.2,11.1,0.0,0.0,0.0
Waltham,03080000,English Learners,123,61.8,10.6,6.5,0.0,21.1,0.0
Watertown,03140000,English Learners,31,61.3,12.9,3.2,3.2,19.4,0.0
Wayland,03150000,English Learners,7,100.0,0.0,0.0,0.0,0.0,0.0
Webster,03160000,English Learners,15,66.7,0.0,6.7,6.7,20.0,0.0
West Springfield,03320000,English Learners,23,65.2,21.7,4.3,0.0,8.7,0.0
Westborough,03210000,English Learners,14,57.1,28.6,7.1,0.0,7.1,0.0
Westfield,03250000,English Learners,24,75.0,4.2,8.3,0.0,12.5,0.0
Westford,03260000,English Learners,6,66.7,16.7,16.7,0.0,0.0,0.0
Weymouth,03360000,English Learners,25,60.0,4.0,4.0,0.0,32.0,0.0
Whitman-Hanson,07800000,English Learners,17,82.4,11.8,0.0,0.0,5.9,0.0
Whittier Regional Vocational Technical,08850000,English Learners,8,100.0,0.0,0.0,0.0,0.0,0.0
Winthrop,03460000,English Learners,19,57.9,5.3,10.5,0.0,26.3,0.0
Woburn,03470000,English Learners,39,53.8,2.6,17.9,2.6,20.5,2.6
Worcester,03480000,English Learners,498,75.3,9.8,1.4,0.0,13.3,0.2
State Total,00000000,English Learners,"7,193",66.7,10.4,6.6,0.1,16.2,0.1
Abby Kelley Foster Charter Public (District),04450000,Low Income,70,100.0,0.0,0.0,0.0,0.0,0.0
Abington,00010000,Low Income,67,88.1,0.0,3.0,0.0,9.0,0.0
Academy Of the Pacific Rim Charter Public (District),04120000,Low Income,51,94.1,2.0,0.0,0.0,3.9,0.0
Acton-Boxborough,06000000,Low Income,76,92.1,7.9,0.0,0.0,0.0,0.0
Advanced Math and Science Academy Charter (District),04300000,Low Income,37,100.0,0.0,0.0,0.0,0.0,0.0
Agawam,00050000,Low Income,124,81.5,4.8,3.2,0.8,9.7,0.0
Amesbury,00070000,Low Income,61,82.0,11.5,0.0,0.0,6.6,0.0
Amherst-Pelham,06050000,Low Income,90,83.3,4.4,2.2,1.1,7.8,1.1
Andover,00090000,Low Income,97,87.6,4.1,5.2,1.0,2.1,0.0
Argosy Collegiate Charter School (District),35090000,Low Income,44,88.6,0.0,0.0,0.0,9.1,2.3
Arlington,00100000,Low Income,78,82.1,11.5,0.0,0.0,6.4,0.0
Ashburnham-Westminster,06100000,Low Income,60,91.7,3.3,0.0,0.0,5.0,0.0
Ashland,00140000,Low Income,76,85.5,1.3,2.6,1.3,9.2,0.0
Assabet Valley Regional Vocational Technical,08010000,Low Income,151,96.7,0.7,0.7,0.7,1.3,0.0
Athol-Royalston,06150000,Low Income,82,79.3,8.5,1.2,0.0,11.0,0.0
Atlantis Charter (District),04910000,Low Income,47,97.9,2.1,0.0,0.0,0.0,0.0
Attleboro,00160000,Low Income,252,84.9,9.9,1.2,0.4,3.6,0.0
Auburn,00170000,Low Income,70,81.4,5.7,0.0,5.7,7.1,0.0
Avon,00180000,Low Income,41,73.2,7.3,9.8,0.0,9.8,0.0
Ayer Shirley School District,06160000,Low Income,51,92.2,2.0,2.0,0.0,3.9,0.0
Barnstable,00200000,Low Income,247,78.9,7.7,2.4,2.0,8.9,0.0
Baystate Academy Charter Public School (District),35020000,Low Income,53,67.9,7.5,17.0,0.0,7.5,0.0
Bedford,00230000,Low Income,40,90.0,5.0,0.0,2.5,2.5,0.0
Belchertown,00240000,Low Income,56,80.4,12.5,0.0,1.8,5.4,0.0
Bellingham,00250000,Low Income,73,87.7,4.1,0.0,0.0,8.2,0.0
Belmont,00260000,Low Income,77,88.3,9.1,2.6,0.0,0.0,0.0
Berkshire Arts and Technology Charter Public (District),04140000,Low Income,25,76.0,0.0,0.0,4.0,20.0,0.0
Berkshire Hills,06180000,Low Income,57,77.2,15.8,0.0,0.0,7.0,0.0
Berlin-Boylston,06200000,Low Income,27,85.2,11.1,0.0,0.0,3.7,0.0
Beverly,00300000,Low Income,152,85.5,7.9,0.7,0.7,5.3,0.0
Billerica,00310000,Low Income,134,88.8,3.0,0.7,0.0,7.5,0.0
Blackstone Valley Regional Vocational Technical,08050000,Low Income,75,100.0,0.0,0.0,0.0,0.0,0.0
Blackstone-Millville,06220000,Low Income,31,90.3,6.5,0.0,0.0,3.2,0.0
Blue Hills Regional Vocational Technical,08060000,Low Income,128,99.2,0.8,0.0,0.0,0.0,0.0
Boston,00350000,Low Income,"3,041",77.3,11.4,0.1,0.5,10.7,0.0
Boston Collegiate Charter (District),04490000,Low Income,46,76.1,17.4,0.0,2.2,4.3,0.0
Boston Day and Evening Academy Charter (District),04240000,Low Income,108,9.3,54.6,0.0,1.9,34.3,0.0
Boston Green Academy Horace Mann Charter School (District),04110000,Low Income,56,83.9,5.4,0.0,0.0,10.7,0.0
Boston Preparatory Charter Public (District),04160000,Low Income,84,88.1,9.5,0.0,0.0,2.4,0.0
Bourne,00360000,Low Income,50,76.0,12.0,2.0,0.0,10.0,0.0
Braintree,00400000,Low Income,170,85.3,7.1,0.0,1.2,6.5,0.0
Bridgewater-Raynham,06250000,Low Income,145,86.2,11.0,0.0,0.0,2.8,0.0
Bristol County Agricultural,09100000,Low Income,54,98.1,1.9,0.0,0.0,0.0,0.0
Bristol-Plymouth Regional Vocational Technical,08100000,Low Income,154,94.8,0.0,0.6,0.6,3.9,0.0
Brockton,00440000,Low Income,951,62.7,15.5,7.8,0.3,13.8,0.0
Brooke Charter School (District),04280000,Low Income,95,93.7,4.2,0.0,0.0,2.1,0.0
Brookline,00460000,Low Income,129,88.4,7.0,0.0,0.8,3.9,0.0
Burlington,00480000,Low Income,71,78.9,7.0,8.5,0.0,5.6,0.0
Cambridge,00490000,Low Income,242,89.3,6.6,0.4,0.4,3.3,0.0
Canton,00500000,Low Income,80,86.2,8.8,0.0,0.0,5.0,0.0
Cape Cod Regional Vocational Technical,08150000,Low Income,112,95.5,0.9,0.0,0.0,3.6,0.0
Carver,00520000,Low Income,38,89.5,5.3,0.0,0.0,5.3,0.0
Central Berkshire,06350000,Low Income,66,90.9,0.0,0.0,1.5,7.6,0.0
Chelmsford,00560000,Low Income,103,85.4,10.7,0.0,1.0,2.9,0.0
Chelsea,00570000,Low Income,421,70.8,15.0,2.4,0.2,11.6,0.0
Chicopee,00610000,Low Income,417,81.1,4.1,4.6,0.7,9.6,0.0
City on a Hill Charter Public School (District),04370000,Low Income,38,73.7,15.8,0.0,0.0,10.5,0.0
Clinton,00640000,Low Income,107,90.7,1.9,0.0,1.9,5.6,0.0
Codman Academy Charter Public (District),04380000,Low Income,28,96.4,0.0,0.0,0.0,3.6,0.0
Cohasset,00650000,Low Income,13,84.6,7.7,0.0,0.0,7.7,0.0
Collegiate Charter School of Lowell (District),35030000,Low Income,24,79.2,0.0,4.2,0.0,16.7,0.0
Community Charter School of Cambridge (District),04360000,Low Income,35,97.1,0.0,0.0,0.0,2.9,0.0
Concord-Carlisle,06400000,Low Income,53,90.6,5.7,0.0,1.9,1.9,0.0
Danvers,00710000,Low Income,96,85.4,3.1,2.1,2.1,7.3,0.0
Dartmouth,00720000,Low Income,104,88.5,6.7,1.0,1.0,2.9,0.0
Dedham,00730000,Low Income,73,84.9,13.7,0.0,0.0,1.4,0.0
Dennis-Yarmouth,06450000,Low Income,118,74.6,12.7,3.4,0.0,9.3,0.0
Dighton-Rehoboth,06500000,Low Income,65,80.0,9.2,3.1,1.5,6.2,0.0
Douglas,00770000,Low Income,39,97.4,0.0,0.0,0.0,2.6,0.0
Dover-Sherborn,06550000,Low Income,19,100.0,0.0,0.0,0.0,0.0,0.0
Dracut,00790000,Low Income,112,77.7,8.9,1.8,0.9,10.7,0.0
Dudley-Charlton Reg,06580000,Low Income,102,82.4,8.8,1.0,0.0,7.8,0.0
Duxbury,00820000,Low Income,45,97.8,2.2,0.0,0.0,0.0,0.0
East Bridgewater,00830000,Low Income,59,91.5,3.4,0.0,0.0,5.1,0.0
East Longmeadow,00870000,Low Income,74,95.9,1.4,0.0,0.0,2.7,0.0
Easthampton,00860000,Low Income,46,84.8,2.2,2.2,2.2,8.7,0.0
Easton,00880000,Low Income,81,95.1,2.5,0.0,0.0,2.5,0.0
Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District),04520000,Low Income,85,98.8,0.0,0.0,0.0,1.2,0.0
Essex North Shore Agricultural and Technical School District,08170000,Low Income,144,97.9,0.0,0.0,0.7,1.4,0.0
Everett,00930000,Low Income,488,76.2,6.8,4.7,0.2,12.1,0.0
Excel Academy Charter (District),04100000,Low Income,129,90.7,0.0,0.8,0.8,7.8,0.0
Fairhaven,00940000,Low Income,73,87.7,1.4,0.0,1.4,9.6,0.0
Fall River,00950000,Low Income,600,62.7,6.3,8.8,0.8,21.2,0.2
Falmouth,00960000,Low Income,93,83.9,4.3,0.0,4.3,7.5,0.0
Fitchburg,00970000,Low Income,341,84.5,6.7,2.6,0.9,5.3,0.0
Four Rivers Charter Public (District),04130000,Low Income,9,77.8,0.0,0.0,11.1,11.1,0.0
Foxborough,00990000,Low Income,68,83.8,10.3,0.0,0.0,5.9,0.0
Foxborough Regional Charter (District),04460000,Low Income,50,90.0,4.0,2.0,0.0,4.0,0.0
Framingham,01000000,Low Income,446,66.8,11.7,10.1,0.2,11.2,0.0
Francis W. Parker Charter Essential (District),04780000,Low Income,9,100.0,0.0,0.0,0.0,0.0,0.0
Franklin,01010000,Low Income,86,84.9,8.1,2.3,1.2,3.5,0.0
Franklin County Regional Vocational Technical,08180000,Low Income,91,95.6,0.0,0.0,1.1,3.3,0.0
Freetown-Lakeville,06650000,Low Income,61,90.2,4.9,0.0,0.0,4.9,0.0
Frontier,06700000,Low Income,52,80.8,9.6,3.8,3.8,1.9,0.0
Gardner,01030000,Low Income,165,83.0,5.5,1.8,0.6,9.1,0.0
Gateway,06720000,Low Income,32,78.1,6.2,0.0,0.0,15.6,0.0
Georgetown,01050000,Low Income,15,80.0,6.7,0.0,0.0,13.3,0.0
Gill-Montague,06740000,Low Income,34,79.4,8.8,0.0,0.0,11.8,0.0
Global Learning Charter Public (District),04960000,Low Income,28,85.7,0.0,0.0,0.0,14.3,0.0
Gloucester,01070000,Low Income,144,80.6,4.9,2.1,0.0,11.8,0.7
Grafton,01100000,Low Income,64,78.1,17.2,0.0,1.6,3.1,0.0
Granby,01110000,Low Income,21,90.5,4.8,0.0,0.0,4.8,0.0
Greater Commonwealth Virtual District,39010000,Low Income,170,51.8,12.4,0.0,5.9,30.0,0.0
Greater Fall River Regional Vocational Technical,08210000,Low Income,223,97.3,0.4,0.9,0.0,1.3,0.0
Greater Lawrence Regional Vocational Technical,08230000,Low Income,341,97.1,0.6,0.0,0.3,2.1,0.0
Greater Lowell Regional Vocational Technical,08280000,Low Income,416,97.1,0.5,0.7,0.0,1.4,0.2
Greater New Bedford Regional Vocational Technical,08250000,Low Income,338,93.8,4.1,0.0,0.0,2.1,0.0
Greenfield,01140000,Low Income,67,68.7,4.5,7.5,0.0,19.4,0.0
Groton-Dunstable,06730000,Low Income,28,85.7,14.3,0.0,0.0,0.0,0.0
Hadley,01170000,Low Income,13,92.3,0.0,7.7,0.0,0.0,0.0
Hamilton-Wenham,06750000,Low Income,32,78.1,15.6,3.1,0.0,3.1,0.0
Hampden Charter School of Science East (District),04990000,Low Income,50,94.0,4.0,0.0,0.0,2.0,0.0
Hampden Charter School of Science West (District),35160000,Low Income,25,92.0,0.0,0.0,0.0,8.0,0.0
Hampden-Wilbraham,06800000,Low Income,79,89.9,7.6,0.0,0.0,2.5,0.0
Hampshire,06830000,Low Income,26,80.8,7.7,0.0,0.0,11.5,0.0
Hanover,01220000,Low Income,38,92.1,5.3,0.0,0.0,2.6,0.0
Harvard,01250000,Low Income,10,50.0,0.0,40.0,0.0,10.0,0.0
Hatfield,01270000,Low Income,8,100.0,0.0,0.0,0.0,0.0,0.0
Haverhill,01280000,Low Income,381,73.0,7.3,4.5,0.3,15.0,0.0
Hingham,01310000,Low Income,48,93.8,4.2,0.0,0.0,2.1,0.0
Holbrook,01330000,Low Income,60,86.7,10.0,0.0,0.0,3.3,0.0
Holliston,01360000,Low Income,45,82.2,8.9,0.0,8.9,0.0,0.0
Holyoke,01370000,Low Income,371,75.2,11.9,2.4,0.0,10.5,0.0
Hoosac Valley Regional,06030000,Low Income,29,82.8,3.4,0.0,3.4,10.3,0.0
Hopedale,01380000,Low Income,26,96.2,3.8,0.0,0.0,0.0,0.0
Hopkinton,01390000,Low Income,42,95.2,2.4,0.0,2.4,0.0,0.0
Hudson,01410000,Low Income,83,77.1,8.4,0.0,0.0,14.5,0.0
Hull,01420000,Low Income,29,89.7,10.3,0.0,0.0,0.0,0.0
Innovation Academy Charter (District),04350000,Low Income,33,87.9,9.1,0.0,3.0,0.0,0.0
Ipswich,01440000,Low Income,36,80.6,11.1,0.0,2.8,5.6,0.0
King Philip,06900000,Low Income,68,85.3,11.8,0.0,0.0,2.9,0.0
KIPP Academy Lynn Charter (District),04290000,Low Income,104,96.2,1.0,0.0,0.0,2.9,0.0
Lawrence,01490000,Low Income,802,73.2,9.6,6.1,0.1,11.0,0.0
Lee,01500000,Low Income,34,97.1,0.0,0.0,0.0,2.9,0.0
Leicester,01510000,Low Income,53,83.0,9.4,3.8,0.0,3.8,0.0
Lenox,01520000,Low Income,17,94.1,5.9,0.0,0.0,0.0,0.0
Leominster,01530000,Low Income,335,87.8,4.8,4.5,0.0,3.0,0.0
Lexington,01550000,Low Income,94,84.0,11.7,0.0,0.0,4.3,0.0
Lincoln-Sudbury,06950000,Low Income,65,84.6,10.8,0.0,0.0,4.6,0.0
Littleton,01580000,Low Income,25,88.0,8.0,0.0,0.0,4.0,0.0
Longmeadow,01590000,Low Income,42,92.9,2.4,2.4,0.0,2.4,0.0
Lowell,01600000,Low Income,707,76.8,9.3,1.7,1.7,10.5,0.0
Lowell Middlesex Academy Charter (District),04580000,Low Income,44,29.5,50.0,0.0,0.0,20.5,0.0
Ludlow,01610000,Low Income,85,82.4,5.9,2.4,2.4,7.1,0.0
Lunenburg,01620000,Low Income,35,82.9,14.3,0.0,0.0,2.9,0.0
Lynn,01630000,Low Income,"1,110",81.2,4.0,4.5,0.3,10.1,0.0
Lynnfield,01640000,Low Income,33,97.0,3.0,0.0,0.0,0.0,0.0
Malden,01650000,Low Income,388,76.8,6.4,5.9,1.5,9.3,0.0
Manchester Essex Regional,06980000,Low Income,23,91.3,4.3,0.0,0.0,4.3,0.0
Mansfield,01670000,Low Income,65,96.9,1.5,0.0,0.0,1.5,0.0
Map Academy Charter School (District),35170000,Low Income,60,23.3,61.7,0.0,0.0,15.0,0.0
Marblehead,01680000,Low Income,63,92.1,1.6,0.0,0.0,6.3,0.0
Marlborough,01700000,Low Income,188,80.9,8.0,1.1,0.0,10.1,0.0
Marshfield,01710000,Low Income,63,95.2,4.8,0.0,0.0,0.0,0.0
Martha's Vineyard,07000000,Low Income,85,84.7,2.4,3.5,1.2,8.2,0.0
Masconomet,07050000,Low Income,47,91.5,6.4,0.0,2.1,0.0,0.0
Mashpee,01720000,Low Income,54,92.6,1.9,1.9,1.9,1.9,0.0
Match Charter Public School (District),04690000,Low Income,50,90.0,6.0,0.0,2.0,2.0,0.0
Maynard,01740000,Low Income,28,82.1,14.3,0.0,0.0,3.6,0.0
Medfield,01750000,Low Income,24,100.0,0.0,0.0,0.0,0.0,0.0
Medford,01760000,Low Income,180,80.6,8.3,1.1,0.6,9.4,0.0
Medway,01770000,Low Income,46,93.5,4.3,0.0,0.0,2.2,0.0
Melrose,01780000,Low Income,71,97.2,1.4,0.0,0.0,1.4,0.0
Mendon-Upton,07100000,Low Income,43,79.1,14.0,0.0,0.0,7.0,0.0
Methuen,01810000,Low Income,331,81.3,3.0,7.9,0.0,7.9,0.0
Middleborough,01820000,Low Income,99,93.9,2.0,0.0,1.0,3.0,0.0
Milford,01850000,Low Income,188,77.7,2.1,1.1,1.1,18.1,0.0
Millbury,01860000,Low Income,71,90.1,2.8,1.4,0.0,5.6,0.0
Millis,01870000,Low Income,34,88.2,5.9,0.0,0.0,5.9,0.0
Milton,01890000,Low Income,75,90.7,8.0,0.0,0.0,1.3,0.0
Minuteman Regional Vocational Technical,08300000,Low Income,43,93.0,2.3,0.0,0.0,4.7,0.0
Mohawk Trail,07170000,Low Income,24,87.5,4.2,0.0,0.0,8.3,0.0
Monomoy Regional School District,07120000,Low Income,57,87.7,3.5,1.8,0.0,7.0,0.0
Monson,01910000,Low Income,26,73.1,11.5,0.0,3.8,11.5,0.0
Montachusett Regional Vocational Technical,08320000,Low Income,159,97.5,2.5,0.0,0.0,0.0,0.0
Mount Greylock,07150000,Low Income,37,94.6,2.7,0.0,0.0,2.7,0.0
Mystic Valley Regional Charter (District),04700000,Low Income,31,100.0,0.0,0.0,0.0,0.0,0.0
Nantucket,01970000,Low Income,74,79.7,5.4,6.8,0.0,8.1,0.0
Narragansett,07200000,Low Income,45,62.2,15.6,0.0,2.2,20.0,0.0
Nashoba,07250000,Low Income,41,90.2,2.4,0.0,0.0,7.3,0.0
Nashoba Valley Regional Vocational Technical,08520000,Low Income,81,96.3,0.0,0.0,0.0,3.7,0.0
Natick,01980000,Low Income,71,88.7,2.8,2.8,0.0,5.6,0.0
Nauset,06600000,Low Income,93,84.9,4.3,2.2,1.1,7.5,0.0
Needham,01990000,Low Income,68,97.1,2.9,0.0,0.0,0.0,0.0
Neighborhood House Charter (District),04440000,Low Income,51,90.2,5.9,0.0,0.0,3.9,0.0
New Bedford,02010000,Low Income,694,74.9,7.3,3.0,1.2,13.5,0.0
New Heights Charter School of Brockton (District),35130000,Low Income,78,92.3,2.6,2.6,0.0,2.6,0.0
Newburyport,02040000,Low Income,37,97.3,2.7,0.0,0.0,0.0,0.0
Newton,02070000,Low Income,237,89.5,7.2,0.0,0.4,3.0,0.0
Norfolk County Agricultural,09150000,Low Income,45,95.6,0.0,0.0,0.0,4.4,0.0
North Adams,02090000,Low Income,70,64.3,5.7,4.3,0.0,25.7,0.0
North Andover,02110000,Low Income,111,95.5,3.6,0.0,0.0,0.9,0.0
North Attleborough,02120000,Low Income,113,83.2,8.0,1.8,1.8,5.3,0.0
North Brookfield,02150000,Low Income,21,76.2,9.5,0.0,0.0,14.3,0.0
North Middlesex,07350000,Low Income,65,84.6,6.2,3.1,0.0,6.2,0.0
North Reading,02170000,Low Income,31,83.9,12.9,0.0,0.0,3.2,0.0
Northampton,02100000,Low Income,80,83.8,6.2,1.2,0.0,8.8,0.0
Northampton-Smith Vocational Agricultural,04060000,Low Income,66,98.5,0.0,0.0,0.0,1.5,0.0
Northboro-Southboro,07300000,Low Income,81,90.1,4.9,0.0,2.5,2.5,0.0
Northbridge,02140000,Low Income,60,83.3,6.7,0.0,6.7,3.3,0.0
Northeast Metropolitan Regional Vocational Technical,08530000,Low Income,209,96.7,0.0,0.0,0.0,2.4,1.0
Northern Berkshire Regional Vocational Technical,08510000,Low Income,69,92.8,4.3,0.0,0.0,2.9,0.0
Norton,02180000,Low Income,57,84.2,3.5,3.5,1.8,7.0,0.0
Norwell,02190000,Low Income,25,88.0,8.0,0.0,0.0,4.0,0.0
Norwood,02200000,Low Income,123,91.1,4.1,3.3,0.0,1.6,0.0
Old Colony Regional Vocational Technical,08550000,Low Income,56,98.2,0.0,0.0,0.0,1.8,0.0
Old Rochester,07400000,Low Income,52,92.3,3.8,0.0,0.0,3.8,0.0
Oxford,02260000,Low Income,69,81.2,7.2,1.4,2.9,7.2,0.0
Palmer,02270000,Low Income,45,80.0,6.7,6.7,0.0,6.7,0.0
Pathfinder Regional Vocational Technical,08600000,Low Income,96,87.5,5.2,1.0,0.0,6.2,0.0
Peabody,02290000,Low Income,252,76.2,7.9,3.2,0.4,12.3,0.0
Pembroke,02310000,Low Income,46,91.3,6.5,0.0,0.0,2.2,0.0
Pentucket,07450000,Low Income,54,83.3,9.3,0.0,1.9,5.6,0.0
"Phoenix Academy Charter Public High School, Chelsea (District)",04930000,Low Income,36,5.6,33.3,0.0,5.6,55.6,0.0
"Phoenix Academy Public Charter High School, Lawrence (District)",35180000,Low Income,36,0.0,36.1,0.0,11.1,52.8,0.0
"Phoenix Academy Public Charter High School, Springfield (District)",35080000,Low Income,39,15.4,35.9,0.0,7.7,41.0,0.0
