entity_name,entity_code,breakdown,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% H.S. Equiv,% Dropped Out,% Permanently Excluded
Ayer Shirley School District - Ayer Shirley Regional High School,06160505,Low Income,49,93.9,0.0,2.0,0.0,4.1,0.0
Barnstable - Barnstable High,00200505,Low Income,245,79.6,6.9,2.4,2.0,9.0,0.0
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,Low Income,53,67.9,7.5,17.0,0.0,7.5,0.0
Bedford - Bedford High,00230505,Low Income,39,92.3,2.6,0.0,2.6,2.6,0.0
Belchertown - Belchertown High,00240505,Low Income,52,84.6,9.6,0.0,1.9,3.8,0.0
Bellingham - Bellingham High School,00250505,Low Income,68,91.2,1.5,0.0,0.0,7.4,0.0
Belmont - Belmont High,00260505,Low Income,72,94.4,2.8,2.8,0.0,0.0,0.0
Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public School,04140305,Low Income,25,76.0,0.0,0.0,4.0,20.0,0.0
Berkshire Hills - Monument Mt Regional High,06180505,Low Income,53,81.1,13.2,0.0,0.0,5.7,0.0
Berlin-Boylston - Tahanto Regional High,06200505,Low Income,25,92.0,4.0,0.0,0.0,4.0,0.0
Beverly - Beverly High,00300505,Low Income,143,89.5,4.2,0.7,0.7,4.9,0.0
Billerica - Billerica Memorial High School,00310505,Low Income,129,89.9,2.3,0.0,0.0,7.8,0.0
Blackstone Valley Regional Vocational Technical - Blackstone Valley,08050605,Low Income,75,100.0,0.0,0.0,0.0,0.0,0.0
Blackstone-Millville - Blackstone Millville RHS,06220505,Low Income,29,93.1,3.4,0.0,0.0,3.4,0.0
Blue Hills Regional Vocational Technical - Blue Hills Regional Vocational Technical,08060605,Low Income,128,99.2,0.8,0.0,0.0,0.0,0.0
Boston - Another Course To College,00350541,Low Income,58,79.3,6.9,0.0,3.4,10.3,0.0
Boston - Boston Adult Tech Academy,00350548,Low Income,89,49.4,18.0,3.4,0.0,29.2,0.0
Boston - Boston Arts Academy,00350546,Low Income,84,90.5,3.6,0.0,0.0,6.0,0.0
Boston - Boston Collaborative High School,00350755,Low Income,143,43.4,39.9,0.0,0.0,16.8,0.0
Boston - Boston Community Leadership Academy,00350558,Low Income,83,81.9,7.2,0.0,1.2,9.6,0.0
Boston - Boston International High School & Newcomers Academy,00350507,Low Income,79,68.4,13.9,0.0,0.0,17.7,0.0
Boston - Boston Latin Academy,00350545,Low Income,162,96.9,0.6,0.0,0.6,1.9,0.0
Boston - Boston Latin School,00350560,Low Income,131,99.2,0.8,0.0,0.0,0.0,0.0
Boston - Brighton High School,00350505,Low Income,120,60.0,18.3,0.0,0.0,21.7,0.0
Boston - Burke High School,00350525,Low Income,81,79.0,8.6,0.0,0.0,12.3,0.0
Boston - Charlestown High School,00350515,Low Income,176,64.8,15.9,0.0,0.0,19.3,0.0
Boston - Community Academy,00350518,Low Income,26,30.8,38.5,0.0,3.8,26.9,0.0
Boston - Community Academy of Science and Health,00350581,Low Income,83,65.1,19.3,0.0,1.2,14.5,0.0
Boston - Dearborn 6-12 STEM Academy,00350074,Low Income,81,75.3,7.4,0.0,2.5,14.8,0.0
Boston - East Boston High School,00350530,Low Income,258,87.2,7.0,0.0,0.4,5.4,0.0
Boston - English High School,00350535,Low Income,120,84.2,9.2,0.0,0.8,5.8,0.0
Boston - Excel High School,00350522,Low Income,111,82.0,3.6,0.0,0.9,13.5,0.0
Boston - Fenway High School,00350540,Low Income,70,84.3,7.1,0.0,0.0,8.6,0.0
Boston - Greater Egleston High School,00350543,Low Income,48,45.8,37.5,0.0,2.1,14.6,0.0
Boston - Henderson K-12 Inclusion School Upper,00350426,Low Income,54,83.3,9.3,1.9,0.0,5.6,0.0
Boston - Lyon High School,00350655,Low Income,23,78.3,4.3,0.0,0.0,17.4,0.0
Boston - Madison Park Technical Vocational High School,00350537,Low Income,200,73.5,10.0,0.0,0.0,16.5,0.0
Boston - Margarita Muniz Academy,00350549,Low Income,55,89.1,1.8,0.0,0.0,9.1,0.0
Boston - Melvin H. King South End Academy,00350363,Low Income,20,35.0,40.0,0.0,0.0,25.0,0.0
Boston - New Mission High School,00350542,Low Income,103,95.1,1.9,0.0,1.0,1.9,0.0
Boston - O'Bryant School of Math & Science,00350575,Low Income,222,100.0,0.0,0.0,0.0,0.0,0.0
Boston - Quincy Upper School,00350565,Low Income,52,98.1,0.0,0.0,0.0,1.9,0.0
Boston - Snowden International High School,00350690,Low Income,98,82.7,3.1,0.0,2.0,12.2,0.0
Boston - TechBoston Academy,00350657,Low Income,133,82.0,7.5,0.0,0.8,9.8,0.0
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,Low Income,46,76.1,17.4,0.0,2.2,4.3,0.0
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,Low Income,108,9.3,54.6,0.0,1.9,34.3,0.0
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,Low Income,56,83.9,5.4,0.0,0.0,10.7,0.0
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,Low Income,84,88.1,9.5,0.0,0.0,2.4,0.0
Bourne - Bourne High School,00360505,Low Income,48,79.2,10.4,2.1,0.0,8.3,0.0
Braintree - Braintree High,00400505,Low Income,164,87.2,4.9,0.0,1.2,6.7,0.0
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,Low Income,142,86.6,11.3,0.0,0.0,2.1,0.0
Bristol County Agricultural - Bristol County Agricultural High,09100705,Low Income,54,98.1,1.9,0.0,0.0,0.0,0.0
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,Low Income,154,94.8,0.0,0.6,0.6,3.9,0.0
Brockton - Brockton High,00440505,Low Income,690,71.9,10.6,6.8,0.3,10.4,0.0
Brockton - Brockton Virtual Learning Academy,00440705,Low Income,19,73.7,5.3,5.3,0.0,15.8,0.0
Brockton - Edison Day Academy,00440535,Low Income,80,30.0,47.5,8.8,1.2,12.5,0.0
Brockton - Edison Evening Academy,00440520,Low Income,111,43.2,10.8,15.3,0.0,30.6,0.0
Brockton - Huntington Therapeutic Day School,00440400,Low Income,9,44.4,22.2,11.1,0.0,22.2,0.0
Brooke Charter School (District) - Brooke Charter School,04280305,Low Income,95,93.7,4.2,0.0,0.0,2.1,0.0
Brookline - Brookline High,00460505,Low Income,123,91.1,4.1,0.0,0.8,4.1,0.0
Burlington - Burlington High,00480505,Low Income,67,82.1,3.0,9.0,0.0,6.0,0.0
Cambridge - Cambridge Rindge and Latin,00490506,Low Income,237,91.1,5.1,0.4,0.4,3.0,0.0
Canton - Canton High,00500505,Low Income,74,90.5,4.1,0.0,0.0,5.4,0.0
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,Low Income,112,95.5,0.9,0.0,0.0,3.6,0.0
Carver - Carver Middle/High School,00520405,Low Income,36,91.7,2.8,0.0,0.0,5.6,0.0
Central Berkshire - Wahconah Regional High,06350505,Low Income,66,90.9,0.0,0.0,1.5,7.6,0.0
Chelmsford - Chelmsford High,00560505,Low Income,97,89.7,6.2,0.0,1.0,3.1,0.0
Chelsea - Chelsea High,00570505,Low Income,332,81.6,6.6,2.4,0.3,9.0,0.0
Chelsea - Chelsea Opportunity Academy,00570515,Low Income,55,20.0,50.9,1.8,0.0,27.3,0.0
Chelsea - Chelsea Virtual Learning Academy,00570705,Low Income,17,64.7,23.5,5.9,0.0,5.9,0.0
Chicopee - Chicopee Academy,00610021,Low Income,18,33.3,11.1,5.6,0.0,50.0,0.0
Chicopee - Chicopee Comprehensive High School,00610510,Low Income,196,88.8,1.5,4.6,0.0,5.1,0.0
Chicopee - Chicopee High,00610505,Low Income,196,79.6,4.6,4.6,1.5,9.7,0.0
City on a Hill Charter Public School (District) - City on a Hill Charter Public School,04370505,Low Income,38,73.7,15.8,0.0,0.0,10.5,0.0
Clinton - Clinton Senior High,00640505,Low Income,105,92.4,0.0,0.0,1.9,5.7,0.0
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,Low Income,28,96.4,0.0,0.0,0.0,3.6,0.0
Cohasset - Cohasset High School,00650505,Low Income,12,91.7,0.0,0.0,0.0,8.3,0.0
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,Low Income,24,79.2,0.0,4.2,0.0,16.7,0.0
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,Low Income,35,97.1,0.0,0.0,0.0,2.9,0.0
Concord-Carlisle - Concord Carlisle High,06400505,Low Income,51,92.2,3.9,0.0,2.0,2.0,0.0
Danvers - Danvers High,00710505,Low Income,89,87.6,1.1,2.2,2.2,6.7,0.0
Dartmouth - Dartmouth High,00720505,Low Income,101,91.1,5.0,1.0,1.0,2.0,0.0
Dedham - Dedham High,00730505,Low Income,71,85.9,12.7,0.0,0.0,1.4,0.0
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,Low Income,109,80.7,7.3,3.7,0.0,8.3,0.0
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,Low Income,65,80.0,9.2,3.1,1.5,6.2,0.0
Douglas - Douglas High School,00770505,Low Income,39,97.4,0.0,0.0,0.0,2.6,0.0
Dover-Sherborn - Dover-Sherborn Regional High,06550505,Low Income,17,100.0,0.0,0.0,0.0,0.0,0.0
Dracut - Dracut Senior High,00790505,Low Income,108,80.6,6.5,1.9,0.9,10.2,0.0
Dudley-Charlton Reg - Shepherd Hill Regional High,06580505,Low Income,102,82.4,8.8,1.0,0.0,7.8,0.0
Duxbury - Duxbury High,00820505,Low Income,45,97.8,2.2,0.0,0.0,0.0,0.0
East Bridgewater - East Bridgewater JR./SR. High School,00830505,Low Income,55,94.5,0.0,0.0,0.0,5.5,0.0
East Longmeadow - East Longmeadow High,00870505,Low Income,74,95.9,1.4,0.0,0.0,2.7,0.0
Easthampton - Easthampton High,00860505,Low Income,45,86.7,2.2,0.0,2.2,8.9,0.0
Easton - Oliver Ames High,00880505,Low Income,79,96.2,1.3,0.0,0.0,2.5,0.0
Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District) - Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School,04520505,Low Income,85,98.8,0.0,0.0,0.0,1.2,0.0
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,Low Income,144,97.9,0.0,0.0,0.7,1.4,0.0
Everett - Devens School,00930030,Low Income,6,33.3,0.0,33.3,0.0,33.3,0.0
Everett - Everett High,00930505,Low Income,476,77.3,6.3,4.2,0.2,12.0,0.0
Excel Academy Charter (District) - Excel Academy Charter School,04100205,Low Income,129,90.7,0.0,0.8,0.8,7.8,0.0
Fairhaven - Fairhaven High,00940505,Low Income,72,87.5,1.4,0.0,1.4,9.7,0.0
Fall River - B M C Durfee High,00950505,Low Income,454,77.3,3.7,7.9,0.9,10.1,0.0
Fall River - Resiliency Preparatory Academy,00950525,Low Income,116,14.7,10.3,12.1,0.9,61.2,0.9
Fall River - Stone PK-12 School,00950340,Low Income,12,41.7,0.0,16.7,0.0,41.7,0.0
Falmouth - Falmouth High,00960505,Low Income,91,85.7,2.2,0.0,4.4,7.7,0.0
Fitchburg - Fitchburg High,00970505,Low Income,201,94.0,1.0,1.0,1.0,3.0,0.0
Fitchburg - Goodrich Academy,00970510,Low Income,127,77.2,8.7,4.7,0.8,8.7,0.0
Four Rivers Charter Public (District) - Four Rivers Charter Public School,04130505,Low Income,9,77.8,0.0,0.0,11.1,11.1,0.0
Foxborough - Foxborough High,00990505,Low Income,64,87.5,7.8,0.0,0.0,4.7,0.0
Foxborough Regional Charter (District) - Foxborough Regional Charter School,04460550,Low Income,50,90.0,4.0,2.0,0.0,4.0,0.0
Framingham - Framingham High School,01000515,Low Income,415,70.4,6.7,10.8,0.2,11.8,0.0
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,04780505,Low Income,9,100.0,0.0,0.0,0.0,0.0,0.0
Franklin - Franklin High,01010505,Low Income,80,88.8,5.0,2.5,1.2,2.5,0.0
Franklin County Regional Vocational Technical - Franklin County Technical,08180605,Low Income,91,95.6,0.0,0.0,1.1,3.3,0.0
Freetown-Lakeville - Apponequet Regional High,06650505,Low Income,54,92.6,1.9,0.0,0.0,5.6,0.0
Frontier - Frontier Regional,06700505,Low Income,51,82.4,7.8,3.9,3.9,2.0,0.0
Gardner - Gardner Academy for Learning and Technology,01030515,Low Income,60,76.7,8.3,5.0,0.0,10.0,0.0
Gardner - Gardner High,01030505,Low Income,104,87.5,2.9,0.0,1.0,8.7,0.0
Gateway - Gateway Regional High,06720505,Low Income,31,80.6,3.2,0.0,0.0,16.1,0.0
Georgetown - Georgetown High School,01050505,Low Income,14,85.7,7.1,0.0,0.0,7.1,0.0
Gill-Montague - Turners Fall High,06740505,Low Income,34,79.4,8.8,0.0,0.0,11.8,0.0
Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,Low Income,28,85.7,0.0,0.0,0.0,14.3,0.0
Gloucester - Gloucester High,01070505,Low Income,140,82.9,5.0,2.1,0.0,9.3,0.7
Grafton - Grafton High School,01100505,Low Income,59,83.1,11.9,0.0,1.7,3.4,0.0
Granby - Granby Jr Sr High School,01110505,Low Income,20,95.0,0.0,0.0,0.0,5.0,0.0
Greater Commonwealth Virtual District - Greater Commonwealth Virtual School,39010900,Low Income,168,52.4,11.3,0.0,6.0,30.4,0.0
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,Low Income,223,97.3,0.4,0.9,0.0,1.3,0.0
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,Low Income,341,97.1,0.6,0.0,0.3,2.1,0.0
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,Low Income,416,97.1,0.5,0.7,0.0,1.4,0.2
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,Low Income,338,93.8,4.1,0.0,0.0,2.1,0.0
Greenfield - Greenfield High,01140505,Low Income,61,67.2,4.9,8.2,0.0,19.7,0.0
Groton-Dunstable - Groton Dunstable Regional,06730505,Low Income,26,92.3,7.7,0.0,0.0,0.0,0.0
Hadley - Hopkins Academy,01170505,Low Income,12,91.7,0.0,8.3,0.0,0.0,0.0
Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,Low Income,27,92.6,0.0,3.7,0.0,3.7,0.0
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,Low Income,50,94.0,4.0,0.0,0.0,2.0,0.0
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,Low Income,25,92.0,0.0,0.0,0.0,8.0,0.0
Hampden-Wilbraham - Minnechaug Regional High,06800505,Low Income,76,92.1,5.3,0.0,0.0,2.6,0.0
Hampshire - Hampshire Regional High,06830505,Low Income,25,80.0,8.0,0.0,0.0,12.0,0.0
Hanover - Hanover High,01220505,Low Income,36,97.2,0.0,0.0,0.0,2.8,0.0
Harvard - The Bromfield High School,01250505,Low Income,10,50.0,0.0,40.0,0.0,10.0,0.0
Hatfield - Smith Academy,01270505,Low Income,7,100.0,0.0,0.0,0.0,0.0,0.0
Haverhill - Gateway Academy,01280515,Low Income,14,57.1,21.4,7.1,0.0,14.3,0.0
Haverhill - Haverhill High,01280505,Low Income,349,75.4,4.9,4.6,0.3,14.9,0.0
Hingham - Hingham High,01310505,Low Income,46,97.8,0.0,0.0,0.0,2.2,0.0
Holbrook - Holbrook Middle High School,01330505,Low Income,56,91.1,5.4,0.0,0.0,3.6,0.0
Holliston - Holliston High,01360505,Low Income,42,85.7,4.8,0.0,9.5,0.0,0.0
Holyoke - Holyoke High,01370505,Low Income,359,77.4,9.2,2.5,0.0,10.9,0.0
Hoosac Valley Regional - Hoosac Valley High School,06030505,Low Income,28,82.1,3.6,0.0,3.6,10.7,0.0
Hopedale - Hopedale Jr Sr High,01380505,Low Income,26,96.2,3.8,0.0,0.0,0.0,0.0
Hopkinton - Hopkinton High,01390505,Low Income,41,97.6,0.0,0.0,2.4,0.0,0.0
Hudson - Hudson High,01410505,Low Income,76,78.9,5.3,0.0,0.0,15.8,0.0
Hull - Hull High,01420505,Low Income,26,96.2,3.8,0.0,0.0,0.0,0.0
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,Low Income,33,87.9,9.1,0.0,3.0,0.0,0.0
Ipswich - Ipswich High,01440505,Low Income,34,82.4,8.8,0.0,2.9,5.9,0.0
King Philip - King Philip Regional High,06900505,Low Income,65,87.7,9.2,0.0,0.0,3.1,0.0
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,Low Income,104,96.2,1.0,0.0,0.0,2.9,0.0
Lawrence - High School Learning Center,01490536,Low Income,134,35.1,22.4,12.7,0.7,29.1,0.0
Lawrence - Lawrence High School,01490515,Low Income,624,86.1,4.2,5.0,0.0,4.8,0.0
Lawrence - RISE Academy,01490615,Low Income,26,0.0,34.6,3.8,0.0,61.5,0.0
Lawrence - School for Exceptional Studies,01490537,Low Income,12,16.7,50.0,0.0,0.0,33.3,0.0
Lee - Lee Middle/High School,01500505,Low Income,34,97.1,0.0,0.0,0.0,2.9,0.0
Leicester - Leicester High,01510505,Low Income,53,83.0,9.4,3.8,0.0,3.8,0.0
Lenox - Lenox Memorial High,01520505,Low Income,17,94.1,5.9,0.0,0.0,0.0,0.0
Leominster - Center For Technical Education Innovation,01530605,Low Income,91,96.7,3.3,0.0,0.0,0.0,0.0
Leominster - Leominster Center for Excellence,01530515,Low Income,43,58.1,16.3,16.3,0.0,9.3,0.0
Leominster - Leominster High School,01530505,Low Income,188,90.4,2.1,4.3,0.0,3.2,0.0
Leominster - Leominster Personalized Virtual Learning Academy (LPVLA),01530705,Low Income,7,100.0,0.0,0.0,0.0,0.0,0.0
Lexington - Lexington High,01550505,Low Income,84,94.0,1.2,0.0,0.0,4.8,0.0
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,Low Income,56,96.4,0.0,0.0,0.0,3.6,0.0
Littleton - Littleton High School,01580505,Low Income,22,95.5,0.0,0.0,0.0,4.5,0.0
Longmeadow - Longmeadow High,01590505,Low Income,39,97.4,0.0,0.0,0.0,2.6,0.0
Lowell - Leblanc Therapeutic Day School,01600320,Low Income,11,45.5,27.3,9.1,0.0,18.2,0.0
Lowell - Lowell High,01600505,Low Income,645,80.5,6.2,1.6,1.7,10.1,0.0
Lowell - The Career Academy,01600515,Low Income,26,57.7,15.4,3.8,3.8,19.2,0.0
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,Low Income,44,29.5,50.0,0.0,0.0,20.5,0.0
Ludlow - Ludlow Senior High,01610505,Low Income,83,84.3,3.6,2.4,2.4,7.2,0.0
Lunenburg - Lunenburg High,01620505,Low Income,30,96.7,3.3,0.0,0.0,0.0,0.0
Lynn - Classical High,01630505,Low Income,341,79.2,4.1,4.1,0.3,12.3,0.0
Lynn - Fecteau-Leary Junior/Senior High School,01630525,Low Income,32,62.5,3.1,12.5,3.1,18.8,0.0
Lynn - Lynn English High,01630510,Low Income,467,80.1,0.6,6.0,0.2,13.1,0.0
Lynn - Lynn Vocational Technical Institute,01630605,Low Income,234,97.9,0.4,1.3,0.0,0.4,0.0
Lynnfield - Lynnfield High,01640505,Low Income,32,96.9,3.1,0.0,0.0,0.0,0.0
Malden - Malden High,01650505,Low Income,380,77.6,5.3,6.1,1.6,9.5,0.0
Manchester Essex Regional - Manchester Essex Regional High School,06980510,Low Income,22,95.5,0.0,0.0,0.0,4.5,0.0
Mansfield - Mansfield High,01670505,Low Income,65,96.9,1.5,0.0,0.0,1.5,0.0
Map Academy Charter School (District) - Map Academy Charter School,35170505,Low Income,60,23.3,61.7,0.0,0.0,15.0,0.0
Marblehead - Marblehead High,01680505,Low Income,61,93.4,1.6,0.0,0.0,4.9,0.0
Marlborough - Marlborough High,01700505,Low Income,182,81.9,7.7,1.1,0.0,9.3,0.0
Marshfield - Marshfield High,01710505,Low Income,62,95.2,4.8,0.0,0.0,0.0,0.0
Martha's Vineyard - Martha's Vineyard Regional High,07000505,Low Income,84,84.5,2.4,3.6,1.2,8.3,0.0
Masconomet - Masconomet Regional High School,07050505,Low Income,43,97.7,0.0,0.0,2.3,0.0,0.0
Mashpee - Mashpee Middle-High School,01720505,Low Income,54,92.6,1.9,1.9,1.9,1.9,0.0
Match Charter Public School (District) - Match Charter Public School,04690505,Low Income,50,90.0,6.0,0.0,2.0,2.0,0.0
Maynard - Maynard High,01740505,Low Income,25,88.0,8.0,0.0,0.0,4.0,0.0
Medfield - Medfield Senior High,01750505,Low Income,24,100.0,0.0,0.0,0.0,0.0,0.0
Medford - Curtis-Tufts,01760510,Low Income,6,0.0,33.3,16.7,0.0,50.0,0.0
Medford - Medford High,01760505,Low Income,168,86.3,4.8,0.6,0.6,7.7,0.0
Medway - Medway High,01770505,Low Income,44,93.2,4.5,0.0,0.0,2.3,0.0
Melrose - Melrose High,01780505,Low Income,70,97.1,1.4,0.0,0.0,1.4,0.0
Mendon-Upton - Nipmuc Regional High,07100510,Low Income,41,82.9,9.8,0.0,0.0,7.3,0.0
Methuen - Methuen High,01810505,Low Income,320,82.8,1.2,8.1,0.0,7.8,0.0
Middleborough - Middleborough High,01820505,Low Income,99,93.9,2.0,0.0,1.0,3.0,0.0
Milford - Milford High,01850505,Low Income,183,78.7,2.2,1.1,1.1,16.9,0.0
Millbury - Millbury Junior/Senior High,01860505,Low Income,68,91.2,2.9,1.5,0.0,4.4,0.0
Millis - Millis High School,01870505,Low Income,33,90.9,3.0,0.0,0.0,6.1,0.0
Milton - Milton High,01890505,Low Income,73,93.2,5.5,0.0,0.0,1.4,0.0
Minuteman Regional Vocational Technical - Minuteman Regional High,08300605,Low Income,43,93.0,2.3,0.0,0.0,4.7,0.0
Mohawk Trail - Mohawk Trail Regional School,07170505,Low Income,22,90.9,0.0,0.0,0.0,9.1,0.0
Monomoy Regional School District - Monomoy Regional High School,07120515,Low Income,57,87.7,3.5,1.8,0.0,7.0,0.0
Monson - Monson High School,01910505,Low Income,25,72.0,12.0,0.0,4.0,12.0,0.0
Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,08320605,Low Income,159,97.5,2.5,0.0,0.0,0.0,0.0
Mount Greylock - Mt Greylock Regional High,07150505,Low Income,36,94.4,2.8,0.0,0.0,2.8,0.0
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,Low Income,31,100.0,0.0,0.0,0.0,0.0,0.0
Nantucket - Nantucket High,01970505,Low Income,73,80.8,4.1,6.8,0.0,8.2,0.0
Narragansett - Narragansett Regional High,07200505,Low Income,44,63.6,15.9,0.0,2.3,18.2,0.0
Nashoba - Nashoba Regional,07250505,Low Income,40,92.5,0.0,0.0,0.0,7.5,0.0
Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,08520605,Low Income,81,96.3,0.0,0.0,0.0,3.7,0.0
Natick - Natick High,01980505,Low Income,69,89.9,1.4,2.9,0.0,5.8,0.0
Nauset - Nauset Regional High,06600505,Low Income,89,86.5,3.4,2.2,1.1,6.7,0.0
Needham - Needham High,01990505,Low Income,66,100.0,0.0,0.0,0.0,0.0,0.0
Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,Low Income,51,90.2,5.9,0.0,0.0,3.9,0.0
New Bedford - New Bedford High,02010505,Low Income,599,81.5,4.5,0.5,0.8,12.7,0.0
New Bedford - Trinity Day Academy,02010510,Low Income,17,58.8,0.0,0.0,5.9,35.3,0.0
New Bedford - Whaling City Junior/Senior High School,02010515,Low Income,63,34.9,17.5,27.0,3.2,17.5,0.0
New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,Low Income,78,92.3,2.6,2.6,0.0,2.6,0.0
Newburyport - Newburyport High,02040505,Low Income,36,97.2,2.8,0.0,0.0,0.0,0.0
Newton - Newton North High,02070505,Low Income,133,87.2,7.5,0.0,0.0,5.3,0.0
Newton - Newton South High,02070510,Low Income,97,99.0,0.0,0.0,1.0,0.0,0.0
Norfolk County Agricultural - Norfolk County Agricultural,09150705,Low Income,45,95.6,0.0,0.0,0.0,4.4,0.0
North Adams - Drury High,02090505,Low Income,70,64.3,5.7,4.3,0.0,25.7,0.0
North Andover - North Andover High,02110505,Low Income,109,96.3,2.8,0.0,0.0,0.9,0.0
North Attleborough - North Attleboro High,02120505,Low Income,108,86.1,4.6,1.9,1.9,5.6,0.0
North Brookfield - North Brookfield High,02150505,Low Income,21,76.2,9.5,0.0,0.0,14.3,0.0
North Middlesex - North Middlesex Regional,07350505,Low Income,62,85.5,4.8,3.2,0.0,6.5,0.0
North Reading - North Reading High,02170505,Low Income,31,83.9,12.9,0.0,0.0,3.2,0.0
Northampton - Northampton High,02100505,Low Income,77,87.0,5.2,1.3,0.0,6.5,0.0
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,04060705,Low Income,66,98.5,0.0,0.0,0.0,1.5,0.0
Northboro-Southboro - Algonquin Regional High,07300505,Low Income,80,91.2,3.8,0.0,2.5,2.5,0.0
Northbridge - Northbridge High,02140505,Low Income,59,84.7,5.1,0.0,6.8,3.4,0.0
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,08530605,Low Income,209,96.7,0.0,0.0,0.0,2.4,1.0
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,08510605,Low Income,69,92.8,4.3,0.0,0.0,2.9,0.0
Norton - Norton High,02180505,Low Income,53,88.7,0.0,3.8,0.0,7.5,0.0
Norwell - Norwell High,02190505,Low Income,21,95.2,0.0,0.0,0.0,4.8,0.0
Norwood - Norwood High,02200505,Low Income,119,94.1,1.7,3.4,0.0,0.8,0.0
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,Low Income,56,98.2,0.0,0.0,0.0,1.8,0.0
Old Rochester - Old Rochester Regional High,07400505,Low Income,52,92.3,3.8,0.0,0.0,3.8,0.0
Oxford - Oxford High,02260505,Low Income,68,82.4,5.9,1.5,2.9,7.4,0.0
Palmer - Palmer High,02270505,Low Income,44,79.5,6.8,6.8,0.0,6.8,0.0
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,Low Income,96,87.5,5.2,1.0,0.0,6.2,0.0
Peabody - Peabody Personalized Remote Education Program (Peabody P.R.E.P.),02290705,Low Income,30,46.7,20.0,6.7,0.0,26.7,0.0
Peabody - Peabody Veterans Memorial High,02290510,Low Income,214,81.3,4.7,2.8,0.5,10.7,0.0
Pembroke - Pembroke High School,02310505,Low Income,44,95.5,2.3,0.0,0.0,2.3,0.0
Pentucket - Pentucket Regional Sr High,07450505,Low Income,52,86.5,5.8,0.0,1.9,5.8,0.0
"Phoenix Academy Charter Public High School, Chelsea (District) - Phoenix Academy Charter Public High School, Chelsea",04930505,Low Income,36,5.6,33.3,0.0,5.6,55.6,0.0
"Phoenix Academy Public Charter High School, Lawrence (District) - Phoenix Academy Public Charter High School, Lawrence",35180505,Low Income,36,0.0,36.1,0.0,11.1,52.8,0.0
"Phoenix Academy Public Charter High School, Springfield (District) - Phoenix Academy Public Charter High School, Springfield",35080505,Low Income,39,15.4,35.9,0.0,7.7,41.0,0.0
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,Low Income,35,100.0,0.0,0.0,0.0,0.0,0.0
Pioneer Charter School of Science II (District) - Pioneer Charter School of Science II,35060505,Low Income,20,100.0,0.0,0.0,0.0,0.0,0.0
Pioneer Valley - Pioneer Valley Regional,07500505,Low Income,26,73.1,11.5,0.0,0.0,15.4,0.0
Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,04970205,Low Income,8,87.5,12.5,0.0,0.0,0.0,0.0
